Address,City,State,Zip_Code,Rent_Per_Month,Year,Days_on_Trulia,Type,Sqft,Phone_Number,Bedroom_min,Bedroom_max,Bathroom_min,Bathroom_max,Assault,Arrest,Theft,Vandalism,Burglary,Crime_Other,Elementary_School_Count,Elementary_School_Avg_Score,Middle_School_Count,Middle_School_Avg_Score,High_School_Count,High_School_Avg_Score,Driving,Transit,Walking,Cycling,Restaurant,Groceries,Nightlife,Cafe,Shopping,Entertainment,Beauty,Active_life,Latitude,Longitude,EPA_Region,Population,Input_area.sq..miles.,Particulate_Matter,Ozone,NATA._Diesel_PM,NATA._Air_Toxics_Cancer_Risk,NATA._Respiratory_Hazard_Index,Traffic_Proximity_and_Volume,Lead_Paint_Indicator,Superfund_Proximity,RMP_Proximity,Hazardous_Waste_Proximity,Wastewater_Discharge_Indicator,Demographic_Index.,Minority_Population.,Low_Income_Population.,Linguistically_Isolated_Population.,Population_with_Less_Than_High_School_Education.,Population_under_Age_5.,Population_over_Age_64.,URL,Short_form_ID,STATEFP10,COUNTYFP10,TRACTCE10,BLOCKCE10,GEOID10,NAME10,MTFCC10,UR10,UACE10,UATYPE,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10
994 Hazel Court Southwest,Lilburn,GA,30047,"$1,525 ",1974,1,Single-Family Home,"1,684",,3,3,2,2,61,40,178,NA,NA,NA,1,9,1,9,1,9,98,1,0,0,11,2,0,2,3,0,10,3,33.876081,-84.07465,4,6535,3.14,9.83,36,0.948,52,2,71,0.0089,0.0089,0.11,0.067,0.025,26,38,15,2,7,4,13,https://www.trulia.com/c/ca/p/ga/lilburn/994-hazel-ct-sw-lilburn-ga-30047--1074790704,4021353285,13,135,50712,2012,1.31351E+14,Block 2012,G5040,U,3817,U,S,668114,15550,33.8793678,-84.0678108
2813 Loral Pines Drive,Lawrenceville,GA,30044,"$1,350 ",NA,4,Multi-Family,"1,681",,3,3,2,2,83,31,133,NA,NA,NA,1,8,1,5,1,4,97,2,0,0,27,4,2,0,17,1,15,4,33.93443,-84.085172,4,14559,3.14,9.81,36.2,1.16,52,2.1,31,0.01,0.0091,0.2,0.099,0.0035,66,85,47,11,22,8,7,https://www.trulia.com/c/ca/p/ga/lawrenceville/2813-loral-pines-dr-lawrenceville-ga-30044--1072400544,4048723987,13,135,50533,2000,1.31351E+14,Block 2000,G5040,U,3817,U,S,1344042,1400,33.9273171,-84.0875592
1927 Taffeta Trail,Lithonia,GA,30058,"$1,245 ",NA,30,Single-Family Home,"1,835",,3,3,2,2,241,15,502,NA,NA,NA,1,2,1,4,1,3,92,7,0,0,20,0,0,0,10,2,7,2,33.735266,-84.160782,4,10140,3.14,9.87,35.3,1.06,53,2.3,15,0.041,0.0093,0.48,0.058,0.001,66,97,36,1,5,6,8,https://www.trulia.com/c/ca/p/ga/lithonia/1927-taffeta-trl-lithonia-ga-30058--1071623035,4047729300,13,89,23314,3007,1.3089E+14,Block 3007,G5040,U,3817,U,S,121277,0,33.7359952,-84.1628128
6761 Timbers East Drive,Lithonia,GA,30058,"$1,195 ",1980,79,Single-Family Home,NA,,3,3,2,2,241,15,502,NA,NA,NA,1,2,1,4,1,4,92,7,0,0,0,0,0,0,0,1,0,1,33.768215,-84.110356,4,9562,3.14,9.85,35.6,0.886,51,2,46,0.019,0.009,0.34,0.047,0.00085,61,97,26,1,8,5,6,https://www.trulia.com/c/ca/p/ga/lithonia/6761-timbers-east-dr-lithonia-ga-30058--1074148572,4041574697,13,89,23311,2000,1.3089E+14,Block 2000,G5040,U,3817,U,S,253031,0,33.7696963,-84.1091616
375 Grayson Way,Alpharetta,GA,30004,"$1,610 ",NA,49,Single-Family Home,"2,080",,3,3,2,2,8,116,80,NA,NA,NA,0,0,0,0,1,9,98,1,0,0,23,2,2,3,44,3,9,19,34.131704,-84.244,4,5719,3.14,9.65,36.4,0.807,47,1.7,60,0.013,0.01,0.66,0.054,2.00E-04,34,48,19,5,6,8,8,https://www.trulia.com/c/ca/p/ga/alpharetta/375-grayson-way-alpharetta-ga-30004--1002961532,4046872845,13,117,130601,1008,1.31171E+14,Block 1008,G5040,U,3817,U,S,1018526,0,34.1310355,-84.2420234
4630 Hampton Square Drive,Alpharetta,GA,30022,"$1,700 ",1988,50,Single-Family Home,"1,760",,3,3,2,2,96,89,376,NA,NA,NA,1,8,1,8,1,9,98,1,0,0,52,3,5,4,39,1,48,21,34.059075,-84.222402,4,15075,3.14,9.78,36.3,1.03,50,1.9,200,0.024,0.01,0.23,0.097,0.00015,31,41,20,6,5,6,7,https://www.trulia.com/c/ca/p/ga/alpharetta/4630-hampton-square-dr-alpharetta-ga-30022--2029322218,4046795931,13,121,11620,3003,1.3121E+14,Block 3003,G5040,U,3817,U,S,255895,2270,34.0587562,-84.2243649
1740 Eaglecreek Trail,Cumming,GA,30041,"$1,600 ",1989,14,Single-Family Home,"1,935",,3,3,2,2,16,597,165,NA,NA,NA,1,8,1,8,1,8,98,0,0,0,2,0,1,0,3,0,2,5,34.206355,-84.113107,4,2085,3.14,9.45,36.3,0.619,42,1.4,230,0.043,0.0092,1.6,0.037,0.0029,24,25,22,2,14,4,14,https://www.trulia.com/c/ca/p/ga/cumming/1740-eaglecreek-trl-cumming-ga-30041--1071463617,4043768644,13,117,130509,2005,1.31171E+14,Block 2005,G5040,U,3817,U,S,368573,0,34.2078376,-84.1154809
3691 Salem Hills Court,Lithonia,GA,30038,"$1,295 ",1999,23,Single-Family Home,NA,,3,3,2,2,61,1,56,NA,NA,NA,1,2,1,3,1,3,95,5,0,0,2,1,0,0,1,1,7,2,33.673509,-84.174666,4,5728,3.14,9.84,35.1,1.16,51,2.3,27,0.034,0.0092,0.29,0.072,0.057,65,98,32,2,7,6,7,https://www.trulia.com/c/ca/p/ga/lithonia/3691-salem-hills-ct-lithonia-ga-30038--2029418129,4037530039,13,89,23418,2004,1.3089E+14,Block 2004,G5040,U,3817,U,S,1975309,15466,33.667661,-84.170318
3706 Winterberry Lane,Snellville,GA,30039,"$1,250 ",NA,9,Single-Family Home,"1,417",,3,3,2,2,66,56,157,NA,NA,NA,1,5,1,6,1,3,98,1,0,0,29,1,3,1,32,1,14,5,33.834036,-84.055451,4,9823,3.14,9.81,36,1.05,53,2.1,300,0.018,0.0087,0.082,0.051,0.0026,55,70,39,6,12,5,8,https://www.trulia.com/c/ca/p/ga/snellville/3706-winterberry-ln-snellville-ga-30039--1072968880,4047192271,13,135,50725,3008,1.31351E+14,Block 3008,G5040,U,3817,U,S,34223,0,33.8331053,-84.0545185
474 Allen Drive,Lawrenceville,GA,30043,"$1,425 ",NA,8,Single-Family Home,"1,437",,3,3,2,2,67,104,222,NA,NA,NA,1,9,1,10,1,7,98,2,0,0,19,2,1,4,15,0,11,5,33.993375,-83.986303,4,8238,3.14,9.69,36.3,0.993,50,1.9,340,0.034,0.0084,1.3,0.052,0.026,43,56,29,8,12,4,8,https://www.trulia.com/c/ca/p/ga/lawrenceville/474-allen-dr-lawrenceville-ga-30043--1002963161,4048626336,13,135,50547,2018,1.31351E+14,Block 2018,G5040,U,3817,U,S,110339,0,33.9919554,-83.9840811
2619 Majestic Circle,Dacula,GA,30019,"$1,329 ",NA,23,Single-Family Home,"1,446",,3,3,2,2,22,11,55,NA,NA,NA,1,7,1,8,1,7,98,1,0,0,1,0,0,0,0,0,0,1,33.975876,-83.877584,4,3106,3.14,9.66,36.2,0.767,45,1.6,61,0.069,0.0078,0.2,0.036,0,57,56,58,4,24,6,10,https://www.trulia.com/c/ca/p/ga/dacula/2619-majestic-cir-dacula-ga-30019--1072280772,4048045792,13,135,50608,3054,1.31351E+14,Block 3054,G5040,U,3817,U,S,1115261,12683,33.9792926,-83.8853902
2032 Twin Falls Road,Decatur,GA,30032,"$1,525 ",NA,3,Single-Family Home,"2,200",,3,3,2,2,339,62,301,NA,NA,NA,1,2,1,3,1,3,84,15,0,0,14,1,2,0,15,0,10,1,33.729965,-84.24812,4,9858,3.14,9.93,34.8,1.35,54,2.7,1400,0.34,0.01,0.14,0.097,0,74,94,55,0,18,7,16,https://www.trulia.com/c/ca/p/ga/decatur/2032-twin-falls-rd-decatur-ga-30032--2029374264,4048822482,13,89,23506,2020,1.3089E+14,Block 2020,G5040,U,3817,U,S,46421,0,33.72967,-84.2469652
7925 Paddocks Mill Drive,Cumming,GA,30041,"$1,750 ",NA,1,Single-Family Home,"2,119",,3,3,2,2,16,597,165,NA,NA,NA,1,7,1,7,1,7,98,0,0,0,0,0,0,0,3,1,1,0,34.262509,-84.014305,4,1479,3.14,9.31,36.1,0.618,42,1.3,0.69,0.023,0.0084,0.093,0.027,8.90E-06,21,6,37,0,8,6,9,https://www.trulia.com/c/ca/p/ga/cumming/7925-paddocks-mill-dr-cumming-ga-30041--1002079494,4048505505,13,117,130102,1013,1.31171E+14,Block 1013,G5040,U,3817,U,S,2453690,10160,34.2643788,-84.0170632
5445 Fieldfreen Drive,Cumming,GA,30028,"$1,700 ",NA,21,Single-Family Home,"2,170",,3,3,2,2,12,148,55,NA,NA,NA,1,8,1,9,1,7,99,0,0,0,0,0,0,0,1,0,1,0,34.300125,-84.087511,4,2178,3.14,9.21,36.1,0.568,42,1.3,60,0.013,0.0088,0.11,0.026,1.30E-06,22,25,18,1,3,9,9,https://www.trulia.com/c/ca/p/ga/cumming/5445-fieldfreen-dr-cumming-ga-30028--1007726652,4048126338,13,117,130204,2012,1.31171E+14,Block 2012,G5040,U,3817,U,S,26901,0,34.2999692,-84.0880504
4255 Smoke Creek Parkway #A103,Snellville,GA,30039,"$1,250 ",NA,66,Multi-Family,"1,216",,3,3,2,2,66,56,157,NA,NA,NA,1,5,1,6,1,3,98,1,0,0,0,0,0,0,2,1,0,2,33.776451,-84.054,4,4553,3.14,9.8,35.8,0.814,49,1.9,120,0.024,0.0086,0.12,0.041,0.0065,56,72,40,4,6,6,7,https://www.trulia.com/c/ca/p/ga/snellville/4255-smoke-creek-pkwy-a103-snellville-ga-30039--2350380092,4045741089,13,135,50709,2010,1.31351E+14,Block 2010,G5040,U,3817,U,S,1869074,20681,33.7809343,-84.0532826
726 Bellemeade Way Southwest,Marietta,GA,30008,"$1,250 ",NA,27,Multi-Family,"1,300",,3,3,2,2,NA,28,132,NA,44,NA,1,4,1,5,1,5,94,3,0,0,14,3,0,2,4,3,7,5,33.917047,-84.572783,4,14349,3.14,10,35.3,0.901,50,2,3.2,0.062,0.015,0.15,0.037,0.00049,60,69,57,7,22,7,8,https://www.trulia.com/c/ca/p/ga/marietta/726-bellemeade-way-sw-marietta-ga-30008--1049690279,4020409437,13,67,30904,4001,1.3067E+14,Block 4001,G5040,U,3817,U,S,372473,0,33.9167176,-84.5711012
5005 Timberbridge Lane,Alpharetta,GA,30022,"$1,750 ",1994,11,Single-Family Home,"1,573",,3,3,2,2,97,91,378,NA,NA,NA,1,8,1,8,1,9,98,1,0,0,28,2,1,2,17,3,14,15,34.037567,-84.214184,4,10239,3.14,9.82,36.3,0.956,49,1.9,270,0.042,0.01,0.41,0.12,4.70E-05,29,43,16,6,5,7,7,https://www.trulia.com/c/ca/p/ga/alpharetta/5005-timberbridge-ln-alpharetta-ga-30022--1001680751,4047908699,13,121,11613,1010,1.3121E+14,Block 1010,G5040,U,3817,U,S,934614,3044,34.0384655,-84.2091396
1726 Cotton Patch Lane,Alpharetta,GA,30004,"$1,500 ",1985,15,Multi-Family,"1,241",,3,3,2,2,8,115,79,NA,NA,NA,1,6,1,8,1,9,98,1,0,0,112,4,17,13,110,7,90,27,34.083875,-84.278624,4,6874,3.14,9.75,36.4,1.06,49,1.9,550,0.017,0.011,0.17,0.065,0.00013,37,54,21,4,5,10,9,https://www.trulia.com/c/ca/p/ga/alpharetta/1726-cotton-patch-ln-alpharetta-ga-30004--2029221533,4048393142,13,121,11614,3040,1.3121E+14,Block 3040,G5040,U,3817,U,S,12192,0,34.0836962,-84.2796748
4526 Jackam Ridge Court,Lithonia,GA,30038,"$1,145 ",NA,7,Multi-Family,"1,458",,3,3,2,2,61,1,56,NA,NA,NA,1,3,1,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.636196,-84.136949,4,4931,3.14,9.83,35.3,0.981,49,2.2,0.12,0.077,0.0094,1.1,0.057,0.062,70,99,41,0,5,9,5,https://www.trulia.com/c/ca/p/ga/lithonia/4526-jackam-ridge-ct-lithonia-ga-30038--1002649311,4048666493,13,89,23418,4007,1.3089E+14,Block 4007,G5040,U,3817,U,S,1583942,0,33.6380615,-84.1384326
6001 Regent Mnr,Lithonia,GA,30058,$950 ,NA,22,Single-Family Home,"1,530",,3,3,2,2,241,15,502,NA,NA,NA,1,2,1,2,1,3,92,7,0,0,24,1,2,0,11,0,14,1,33.707917,-84.142924,4,11279,3.14,9.85,35.3,1.49,54,2.5,580,0.042,0.0091,0.69,0.057,0.0049,74,98,49,0,10,5,6,https://www.trulia.com/c/ca/p/ga/lithonia/6001-regent-mnr-lithonia-ga-30058--2029586952,4048109838,13,89,23310,2000,1.3089E+14,Block 2000,G5040,U,3817,U,S,918199,1478,33.7095789,-84.1411108
212 Suwanee Avenue,Suwanee,GA,30024,"$1,950 ",1962,22,Single-Family Home,"1,389",,3,3,2,2,19,66,87,NA,NA,NA,1,10,1,9,1,10,98,1,0,0,36,1,5,2,42,5,58,26,34.055617,-84.059759,4,3283,3.14,9.68,36.4,1.13,49,1.9,400,0.038,0.0089,1.1,0.063,0.046,41,56,27,3,9,8,7,https://www.trulia.com/c/ca/p/ga/suwanee/212-suwanee-ave-suwanee-ga-30024--2029333015,4048110880,13,135,50213,1042,1.31351E+14,Block 1042,G5040,U,3817,U,S,77234,0,34.0569902,-84.0616659
1144 Oak Arbour Avenue,Lawrenceville,GA,30044,"$1,448 ",NA,14,Single-Family Home,"1,598",,3,3,2,2,83,31,133,NA,NA,NA,1,6,1,5,1,4,97,2,0,0,24,4,3,0,14,2,17,5,33.943567,-84.092983,4,16961,3.14,9.82,36.2,1.29,53,2.1,54,0.021,0.0092,0.23,0.11,0.0046,72,87,56,12,20,10,5,https://www.trulia.com/c/ca/p/ga/lawrenceville/1144-oak-arbour-ave-lawrenceville-ga-30044--1009201284,4047527111,13,135,50539,2009,1.31351E+14,Block 2009,G5040,U,3817,U,S,70043,0,33.9431231,-84.0924793
132 Sandalwood Circle,Lawrenceville,GA,30046,"$1,140 ",NA,55,NA,"1,255",,3,3,2,2,100,81,348,NA,NA,NA,1,6,0,0,1,5,97,2,0,0,38,6,2,5,68,4,35,10,33.947621,-83.977346,4,10174,3.14,9.71,36.2,0.963,49,1.9,130,0.044,0.0083,0.58,0.049,5.90E-05,69,71,67,6,31,9,10,https://www.trulia.com/c/ca/p/ga/lawrenceville/132-sandalwood-cir-lawrenceville-ga-30046--1070981494,4027086303,13,135,50522,2002,1.31351E+14,Block 2002,G5040,U,3817,U,S,1206998,7049,33.941498,-83.9804451
1109 Westwood Place,Grayson,GA,30017,"$1,445 ",NA,0,Single-Family Home,"1,739",,3,3,2,2,10,19,21,NA,NA,NA,1,8,1,9,1,8,99,1,0,0,21,2,1,1,40,2,15,6,33.899719,-83.989226,4,7847,3.14,9.74,36.2,0.954,51,2,300,0.012,0.0084,0.13,0.049,0,35,43,27,3,7,6,9,https://www.trulia.com/c/ca/p/ga/grayson/1109-westwood-pl-grayson-ga-30017--1004293550,4009439697,13,135,50724,3028,1.31351E+14,Block 3028,G5040,U,3817,U,S,252667,0,33.899831,-83.9901754
3301 Fairington Club Drive,Lithonia,GA,30038,"$1,050 ",2007,50,Single-Family Home,NA,,3,3,2,2,61,1,56,NA,NA,NA,1,2,1,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.695905,-84.15189,4,10322,3.14,9.85,35.2,1.63,53,2.4,720,0.035,0.0091,0.29,0.061,0.021,72,98,46,1,12,7,6,https://www.trulia.com/c/ca/p/ga/lithonia/3301-fairington-club-dr-lithonia-ga-30038--1024317128,4006624209,13,89,23428,3003,1.3089E+14,Block 3003,G5040,U,3817,U,S,1623194,24301,33.6953645,-84.1564112
1066 Alford Road,Lithonia,GA,30058,"$1,300 ",1988,8,Single-Family Home,"2,064",,3,3,2,2,241,15,502,NA,NA,NA,1,2,1,4,1,4,92,7,0,0,2,0,0,2,0,0,0,2,33.762511,-84.118187,4,8531,3.14,9.86,35.5,0.888,51,2.1,4.1,0.024,0.0091,0.56,0.047,3.60E-05,63,98,28,1,4,6,7,https://www.trulia.com/c/ca/p/ga/lithonia/1066-alford-rd-lithonia-ga-30058--2029577378,4048581297,13,89,23311,2003,1.3089E+14,Block 2003,G5040,U,3817,U,S,479072,10710,33.7638008,-84.1124105
266 Rockbridge Road Northwest,Lilburn,GA,30047,"$1,395 ",NA,16,Single-Family Home,"1,794",,3,3,2,2,61,40,178,NA,NA,NA,1,6,1,5,1,4,98,1,0,0,14,4,2,2,24,1,19,7,33.881364,-84.158416,4,6484,3.14,9.93,35.9,1.2,54,2.2,28,0.025,0.0096,0.26,0.1,0,51,65,37,12,22,9,13,https://www.trulia.com/c/ca/p/ga/lilburn/266-rockbridge-rd-nw-lilburn-ga-30047--1004080800,4046159223,13,135,50410,3013,1.31351E+14,Block 3013,G5040,U,3817,U,S,217678,0,33.8837406,-84.1581227
2875 Winchester Drive,Cumming,GA,30041,"$1,473 ",NA,13,Single-Family Home,"1,248",,3,3,2,2,16,597,165,NA,NA,NA,1,7,1,7,1,8,98,0,0,0,1,1,0,0,0,0,1,1,34.228998,-84.081387,4,4159,3.14,9.42,36.3,0.502,40,1.3,78,0.014,0.0089,0.34,0.033,2.70E-05,18,14,22,3,5,5,9,https://www.trulia.com/c/ca/p/ga/cumming/2875-winchester-dr-cumming-ga-30041--1007757453,4048448577,13,117,130504,2011,1.31171E+14,Block 2011,G5040,U,3817,U,S,67947,0,34.2279556,-84.0809099
505 Summerhill Place,Alpharetta,GA,30022,"$1,800 ",1983,32,Single-Family Home,NA,,3,3,2,2,97,91,378,NA,NA,NA,1,8,1,6,1,7,98,1,0,0,34,2,2,6,102,5,21,11,34.036222,-84.28302,4,7758,3.14,9.86,36.2,1.01,51,1.9,140,0.0021,0.011,0.18,0.088,0.00057,21,29,12,3,3,7,10,https://www.trulia.com/c/ca/p/ga/alpharetta/505-summerhill-pl-alpharetta-ga-30022--1004551536,4010083797,13,121,11427,3010,1.3121E+14,Block 3010,G5040,U,3817,U,S,61374,0,34.0364518,-84.2821655
1450 Timber Walk Drive,Loganville,GA,30052,"$1,695 ",NA,35,Single-Family Home,"2,298",,3,3,2,2,17,7,30,NA,NA,NA,1,8,1,9,1,8,99,0,0,0,0,0,0,0,0,0,1,0,33.890479,-83.873669,4,1859,3.14,9.7,36.2,0.788,48,1.8,3.6,0.0036,0.008,0.089,0.035,0,30,33,27,6,7,5,8,https://www.trulia.com/c/ca/p/ga/loganville/1450-timber-walk-dr-loganville-ga-30052--2029552036,4047075368,13,135,50726,1008,1.31351E+14,Block 1008,G5040,U,3817,U,S,1648105,0,33.8928623,-83.8796334
3140 Serenade Court,Alpharetta,GA,30004,"$1,800 ",NA,24,Single-Family Home,"1,684",,3,3,2,2,8,116,80,NA,NA,NA,1,8,1,8,1,9,98,1,0,0,24,5,1,2,25,2,15,15,34.109495,-84.265374,4,13913,3.14,9.71,36.4,0.992,48,1.8,230,0.021,0.011,0.26,0.059,6.90E-05,35,48,21,3,4,10,7,https://www.trulia.com/c/ca/p/ga/alpharetta/3140-serenade-ct-alpharetta-ga-30004--1072646196,4045225920,13,121,11614,2009,1.3121E+14,Block 2009,G5040,U,3817,U,S,521091,0,34.1113127,-84.2662542
86 Sandalwood Circle,Lawrenceville,GA,30046,"$1,300 ",NA,2,Multi-Family,"1,450",,3,3,2,2,103,85,352,NA,NA,NA,1,6,0,0,1,5,97,2,0,0,37,6,2,5,68,4,34,10,33.946495,-83.979947,4,8011,3.14,9.71,36.2,0.992,50,1.9,210,0.053,0.0083,0.45,0.051,7.50E-05,71,69,72,7,35,9,13,https://www.trulia.com/c/ca/p/ga/lawrenceville/86-sandalwood-cir-lawrenceville-ga-30046--2029547516,4048296582,13,135,50522,2011,1.31351E+14,Block 2011,G5040,U,3817,U,S,16947,0,33.9467613,-83.97983
5533 La Fleur Trail,Lithonia,GA,30038,"$1,150 ",NA,10,Single-Family Home,"1,708",,3,3,2,2,61,1,56,NA,NA,NA,1,2,1,3,1,3,95,5,0,0,10,2,0,3,13,0,13,1,33.68552,-84.163536,4,10450,3.14,9.85,35.2,1.49,52,2.4,300,0.034,0.0092,0.24,0.064,0.034,69,99,40,1,10,6,7,https://www.trulia.com/c/ca/p/ga/lithonia/5533-la-fleur-trl-lithonia-ga-30038--2029423108,4048532894,13,89,23427,1000,1.3089E+14,Block 1000,G5040,U,3817,U,S,937054,0,33.68145,-84.1628591
2926 Winding Grove Drive,Lithonia,GA,30038,"$1,650 ",NA,0,Single-Family Home,"1,375",,3,3,2,2,61,1,56,NA,NA,NA,1,2,1,3,1,3,95,5,0,0,29,2,2,4,27,1,11,9,33.698608,-84.18037,4,5821,3.14,9.85,35.1,1.4,53,2.4,320,0.027,0.0093,0.2,0.071,0.1,62,99,26,0,13,8,9,https://www.trulia.com/c/ca/p/ga/lithonia/2926-winding-grove-dr-lithonia-ga-30038--1006075400,4049014316,13,89,23416,1005,1.3089E+14,Block 1005,G5040,U,3817,U,S,561433,0,33.6979764,-84.1776308
632 McKoy Street,Decatur,GA,30030,"$2,750 ",1940,2,Single-Family Home,"1,908",,3,3,2,2,39,10,96,NA,NA,NA,2,8,1,7,1,9,87,6,0,2,29,2,12,5,21,4,12,21,33.756786,-84.300237,4,12998,3.14,10,34.8,1.29,56,2.6,19,0.64,0.011,0.37,0.093,0,32,42,23,1,8,10,10,https://www.trulia.com/c/ca/p/ga/decatur/632-mckoy-st-decatur-ga-30030--1004253482,4010905638,13,89,22700,3020,1.3089E+14,Block 3020,G5040,U,3817,U,S,163261,0,33.7576603,-84.2981199
3818 Humber Court,Cumming,GA,30040,"$1,575 ",NA,60,Single-Family Home,"1,892",,3,3,2,2,14,990,137,NA,NA,NA,1,7,1,9,1,7,98,1,0,0,12,3,0,2,18,0,5,4,34.265214,-84.094175,4,1815,3.14,9.3,36.2,0.775,43,1.4,78,0.13,0.009,0.21,0.029,1.60E-06,33,37,28,2,9,5,14,https://www.trulia.com/c/ca/p/ga/cumming/3818-humber-ct-cumming-ga-30040--1043452792,4045768837,13,117,130205,1000,1.31171E+14,Block 1000,G5040,U,3817,U,S,2021644,0,34.2614379,-84.0969249
280 Mountainview Drive,Covington,GA,30016,"$1,225 ",NA,22,Single-Family Home,"1,212",,3,3,2,2,NA,NA,6,NA,169,NA,1,4,1,4,1,4,99,1,0,0,0,0,0,0,1,0,0,0,33.525537,-83.909385,4,1636,3.14,9.76,35.9,0.642,49,1.9,13,0.18,0.011,0.18,0.024,0.0035,54,63,46,1,14,4,8,https://www.trulia.com/c/ca/p/ga/covington/280-mountainview-dr-covington-ga-30016--1004808860,4048108788,13,217,100600,1053,1.32171E+14,Block 1053,G5040,U,3817,U,S,230486,0,33.5239903,-83.9073413
3469 Mansfield Lane,Snellville,GA,30039,"$1,345 ",1986,106,Single-Family Home,NA,,3,3,2,2,66,56,157,NA,NA,NA,1,5,1,6,1,3,98,1,0,0,29,6,0,1,35,1,22,6,33.811011,-84.030315,4,7125,3.14,9.79,35.9,0.872,50,1.9,110,0.031,0.0085,0.084,0.045,0.00077,58,73,43,7,11,8,7,https://www.trulia.com/c/ca/p/ga/snellville/3469-mansfield-ln-snellville-ga-30039--1044941633,4043487852,13,135,50722,1013,1.31351E+14,Block 1013,G5040,U,3817,U,S,113107,0,33.8106334,-84.0311849
220 Red Oak Lane,Alpharetta,GA,30009,"$1,995 ",NA,9,Single-Family Home,"2,200",,3,3,2,2,8,11,24,NA,NA,NA,1,6,1,8,1,9,99,0,0,0,89,3,14,10,88,9,65,22,34.076801,-84.286652,4,9015,3.14,9.76,36.3,1.07,49,1.9,520,0.017,0.011,0.15,0.065,0.00014,38,54,21,5,4,10,8,https://www.trulia.com/c/ca/p/ga/alpharetta/220-red-oak-ln-alpharetta-ga-30009--2029246362,4048550527,13,121,11616,1014,1.3121E+14,Block 1014,G5040,U,3817,U,S,474504,0,34.0773386,-84.2878424
4412 Raptor Place,Snellville,GA,30039,"$1,295 ",2003,9,Single-Family Home,"1,479",,3,3,2,2,66,56,157,NA,NA,NA,1,5,1,6,1,3,98,1,0,0,0,0,0,0,2,1,1,4,33.775405,-84.0412,4,7291,3.14,9.8,35.9,0.808,49,1.9,81,0.022,0.0086,0.11,0.04,0.0044,55,76,34,3,5,5,6,https://www.trulia.com/c/ca/p/ga/snellville/4412-raptor-pl-snellville-ga-30039--1002219823,4048580646,13,135,50709,1009,1.31351E+14,Block 1009,G5040,U,3817,U,S,264008,0,33.7747684,-84.0397745
1439 Ashbrook Drive,Lawrenceville,GA,30043,"$1,300 ",1985,34,Single-Family Home,NA,,3,3,2,2,67,104,222,NA,NA,NA,1,8,1,7,1,8,98,2,0,0,1,0,0,1,4,1,6,4,33.988878,-84.022647,4,10150,3.14,9.72,36.3,1.1,51,2,44,0.0075,0.0087,0.99,0.065,0.25,39,51,26,8,7,7,7,https://www.trulia.com/c/ca/p/ga/lawrenceville/1439-ashbrook-dr-lawrenceville-ga-30043--2029489727,4047527015,13,135,50549,2000,1.31351E+14,Block 2000,G5040,U,3817,U,S,652740,0,33.9866338,-84.0195526
1240 Opal Circle,Lawrenceville,GA,30043,"$1,379 ",NA,2,Single-Family Home,"1,390",,3,3,2,2,67,104,222,NA,NA,NA,1,7,0,0,1,8,98,2,0,0,41,3,5,3,42,1,36,9,33.966755,-84.049688,4,6387,3.14,9.75,36.3,1.17,52,2.1,37,0.014,0.0088,0.3,0.076,0.047,53,62,45,9,13,6,8,https://www.trulia.com/c/ca/p/ga/lawrenceville/1240-opal-cir-lawrenceville-ga-30043--1070860478,4047502032,13,135,50511,2000,1.31351E+14,Block 2000,G5040,U,3817,U,S,1141378,39176,33.9670763,-84.0519796
253 Eastgate Circle,Marietta,GA,30008,"$1,005 ",NA,6,Single-Family Home,"1,152",,3,3,2,2,NA,28,132,NA,44,NA,1,5,1,5,1,3,94,3,0,0,13,2,0,2,14,3,12,6,33.9037,-84.599114,4,7211,3.14,9.97,35.3,0.854,49,1.9,63,0.025,0.016,0.11,0.034,0.00032,55,68,42,3,13,6,8,https://www.trulia.com/c/ca/p/ga/marietta/253-eastgate-cir-marietta-ga-30008--2179509828,4035473810,13,67,30905,3002,1.3067E+14,Block 3002,G5040,U,3817,U,S,1183715,0,33.8984905,-84.5948473
2600 Golfview Terrace Southeast #A,Conyers,GA,30013,$800 ,NA,16,Single-Family Home,"1,050",,3,3,2,2,1,NA,1,NA,NA,NA,1,5,1,5,1,4,96,2,0,0,23,1,1,2,17,0,20,3,33.619784,-83.977852,4,4701,3.14,9.79,35.7,0.935,50,2,38,0.027,0.01,0.27,0.031,0.00051,55,84,25,1,7,7,8,https://www.trulia.com/c/ca/p/ga/conyers/2600-golfview-ter-se-a-conyers-ga-30013--2353561332,4048398693,13,247,60307,1001,1.32471E+14,Block 1001,G5040,U,3817,U,S,32093,0,33.6199095,-83.9783838
