Address,City,State,Zip_Code,Rent_Per_Month,Year,Days_on_Trulia,Type,Sqft,Phone_Number,Bedroom_min,Bedroom_max,Bathroom_min,Bathroom_max,Assault,Arrest,Theft,Vandalism,Burglary,Crime_Other,Elementary_School_Count,Elementary_School_Avg_Score,Middle_School_Count,Middle_School_Avg_Score,High_School_Count,High_School_Avg_Score,Driving,Transit,Walking,Cycling,Restaurant,Groceries,Nightlife,Cafe,Shopping,Entertainment,Beauty,Active_life,Latitude,Longitude,EPA_Region,Population,Input_area.sq..miles.,Particulate_Matter,Ozone,NATA._Diesel_PM,NATA._Air_Toxics_Cancer_Risk,NATA._Respiratory_Hazard_Index,Traffic_Proximity_and_Volume,Lead_Paint_Indicator,Superfund_Proximity,RMP_Proximity,Hazardous_Waste_Proximity,Wastewater_Discharge_Indicator,Demographic_Index.,Minority_Population.,Low_Income_Population.,Linguistically_Isolated_Population.,Population_with_Less_Than_High_School_Education.,Population_under_Age_5.,Population_over_Age_64.,URL,Short_form_ID,STATEFP10,COUNTYFP10,TRACTCE10,BLOCKCE10,GEOID10,NAME10,MTFCC10,UR10,UACE10,UATYPE,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10
340 Burgess Mill Trail,Suwanee,GA,30024.0,"$1,691 ",,23.0,Single-Family Home,"1,667",,3.0,3.0,2.0,2.0,19.0,66.0,87.0,,,,1.0,9.0,1.0,10.0,1.0,10.0,98.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,34.118007,-84.10973,4,5561,3.14,9.61,36.4,0.715,46,1.6,26.0,0.011000000000000001,0.0093,0.14,0.055,0.00045999999999999996,19,32,7,3,6,6,6,https://www.trulia.com/c/ca/p/ga/suwanee/340-burgess-mill-trl-suwanee-ga-30024--1072809278,4048012768.0,13.0,117.0,130611.0,2000.0,131171000000000.0,Block 2000,G5040,U,3817.0,U,S,1439092.0,0.0,34.1140518,-84.1053072
5830 Shadewater Way,Cumming,GA,30041.0,"$1,468 ",,8.0,Single-Family Home,"1,316",,3.0,3.0,2.0,2.0,16.0,597.0,165.0,,,,1.0,7.0,1.0,7.0,1.0,8.0,98.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,34.238226,-84.057086,4,1736,3.14,9.4,36.2,0.48100000000000004,40,1.2,35.0,0.036000000000000004,0.0088,0.17,0.031,4.5e-06,18,9,27,1,7,6,14,https://www.trulia.com/c/ca/p/ga/cumming/5830-shadewater-way-cumming-ga-30041--1008151932,3136579543.0,13.0,117.0,130505.0,1000.0,131171000000000.0,Block 1000,G5040,U,3817.0,U,S,1977361.0,5317.0,34.241717799999996,-84.0523627
6346 Alford Circle,Lithonia,GA,30058.0,"$1,395 ",,21.0,Single-Family Home,"1,650",,3.0,3.0,2.0,2.0,241.0,15.0,502.0,,,,1.0,3.0,1.0,4.0,1.0,4.0,92.0,7.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,33.764715,-84.125355,4,7421,3.14,9.87,35.5,0.8959999999999999,51,2.1,1.9,0.022000000000000002,0.0091,0.51,0.048,0.0,63,98,29,1,4,6,7,https://www.trulia.com/c/ca/p/ga/lithonia/6346-alford-cir-lithonia-ga-30058--2029588673,4048131974.0,13.0,89.0,23306.0,1000.0,130890000000000.0,Block 1000,G5040,U,3817.0,U,S,1160224.0,32500.0,33.7614349,-84.1264742
4255 Smoke Creek Parkway #A140,Snellville,GA,30039.0,"$1,250 ",,116.0,Multi-Family,"1,216",,3.0,3.0,2.0,2.0,66.0,56.0,157.0,,,,1.0,5.0,1.0,6.0,1.0,3.0,98.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,33.776451,-84.054,4,4553,3.14,9.8,35.8,0.8140000000000001,49,1.9,120.0,0.024,0.0086,0.12,0.040999999999999995,0.0065,56,72,40,4,6,6,7,https://www.trulia.com/c/ca/p/ga/snellville/4255-smoke-creek-pkwy-a140-snellville-ga-30039--2346368055,4042917698.0,13.0,135.0,50709.0,2010.0,131351000000000.0,Block 2010,G5040,U,3817.0,U,S,1869074.0,20681.0,33.7809343,-84.05328259999999
2765 Mayfair Drive,Cumming,GA,30040.0,"$1,425 ",,35.0,Single-Family Home,"1,768",,3.0,3.0,2.0,2.0,14.0,990.0,137.0,,,,1.0,5.0,1.0,7.0,1.0,8.0,98.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,8.0,1.0,5.0,7.0,34.235826,-84.100712,4,4091,3.14,9.39,36.3,0.556,41,1.3,310.0,0.0077,0.0091,0.83,0.033,5.6e-07,20,18,21,4,9,6,8,https://www.trulia.com/c/ca/p/ga/cumming/2765-mayfair-dr-cumming-ga-30040--1072371133,4047516347.0,13.0,117.0,130403.0,3011.0,131171000000000.0,Block 3011,G5040,U,3817.0,U,S,29785.0,0.0,34.23693660000001,-84.1006744
458 Desiree Drive,Lawrenceville,GA,30044.0,"$1,350 ",1976.0,3.0,Single-Family Home,,,3.0,3.0,2.0,2.0,83.0,31.0,133.0,,,,1.0,6.0,1.0,6.0,0.0,0.0,97.0,2.0,0.0,0.0,22.0,3.0,0.0,0.0,13.0,2.0,17.0,3.0,33.929487,-84.07106800000001,4,11732,3.14,9.8,36.2,1.11,52,2.1,76.0,0.028999999999999998,0.009000000000000001,0.16,0.086,0.024,58,75,41,14,19,6,7,https://www.trulia.com/c/ca/p/ga/lawrenceville/458-desiree-dr-lawrenceville-ga-30044--1004677486,3088780600.0,13.0,135.0,50533.0,1001.0,131351000000000.0,Block 1001,G5040,U,3817.0,U,S,962384.0,0.0,33.933803499999996,-84.0760143
669 Kilkenny Circle,Lithonia,GA,30058.0,"$1,150 ",,51.0,Single-Family Home,"1,195",,3.0,3.0,2.0,2.0,241.0,15.0,502.0,,,,1.0,4.0,1.0,4.0,1.0,4.0,92.0,7.0,0.0,0.0,4.0,1.0,1.0,0.0,1.0,2.0,6.0,2.0,33.769228999999996,-84.08622199999999,4,7454,3.14,9.83,35.7,0.9059999999999999,50,2.0,110.0,0.0023,0.0089,0.26,0.044000000000000004,0.0036,59,98,20,1,12,4,5,https://www.trulia.com/c/ca/p/ga/lithonia/669-kilkenny-cir-lithonia-ga-30058--1074132437,4007301820.0,13.0,89.0,23316.0,2003.0,130890000000000.0,Block 2003,G5040,U,3817.0,U,S,72483.0,0.0,33.76998820000001,-84.0855824
3457 Springlake Drive,Decatur,GA,30032.0,"$1,445 ",,13.0,Single-Family Home,"1,246",,3.0,3.0,2.0,2.0,339.0,62.0,301.0,,,,1.0,2.0,1.0,3.0,1.0,3.0,84.0,15.0,0.0,0.0,12.0,1.0,2.0,0.0,16.0,0.0,11.0,0.0,33.735259,-84.24910799999999,4,11077,3.14,9.94,34.8,1.32,54,2.7,850.0,0.38,0.01,0.13,0.09300000000000001,0.0,74,93,57,0,19,8,14,https://www.trulia.com/c/ca/p/ga/decatur/3457-springlake-dr-decatur-ga-30032--2029381544,4047113717.0,13.0,89.0,23506.0,2005.0,130890000000000.0,Block 2005,G5040,U,3817.0,U,S,248719.0,0.0,33.73538189999999,-84.2487802
1267 Hickory Drive Southwest,Lilburn,GA,30047.0,"$1,560 ",,0.0,Single-Family Home,"1,640",,3.0,3.0,2.0,2.0,61.0,40.0,178.0,,,,1.0,7.0,1.0,8.0,1.0,8.0,98.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,33.850791,-84.109749,4,7189,3.14,9.87,35.9,0.9490000000000001,52,2.1,27.0,0.02,0.0092,0.12,0.067,0.0049,29,37,21,2,7,5,13,https://www.trulia.com/c/ca/p/ga/lilburn/1267-hickory-dr-sw-lilburn-ga-30047--1070895787,4046034778.0,13.0,135.0,50429.0,2003.0,131351000000000.0,Block 2003,G5040,U,3817.0,U,S,34309.0,0.0,33.8512022,-84.11077309999999
3039 Fields Drive,Lithonia,GA,30038.0,"$1,195 ",,9.0,Single-Family Home,"1,206",,3.0,3.0,2.0,2.0,61.0,1.0,56.0,,,,1.0,2.0,1.0,2.0,1.0,3.0,95.0,5.0,0.0,0.0,6.0,0.0,1.0,0.0,4.0,0.0,2.0,0.0,33.69786,-84.142641,4,12011,3.14,9.85,35.2,1.61,53,2.4,640.0,0.053,0.0091,0.43,0.059000000000000004,0.011000000000000001,75,99,52,1,10,6,4,https://www.trulia.com/c/ca/p/ga/lithonia/3039-fields-dr-lithonia-ga-30038--1072551646,4048564145.0,13.0,89.0,23428.0,2018.0,130890000000000.0,Block 2018,G5040,U,3817.0,U,S,42852.0,0.0,33.6989515,-84.1432143
994 Hazel Court Southwest,Lilburn,GA,30047.0,"$1,525 ",1974.0,1.0,Single-Family Home,"1,684",,3.0,3.0,2.0,2.0,61.0,40.0,178.0,,,,1.0,9.0,1.0,9.0,1.0,9.0,98.0,1.0,0.0,0.0,11.0,2.0,0.0,2.0,3.0,0.0,10.0,3.0,33.876081,-84.07465,4,6535,3.14,9.83,36.0,0.948,52,2.0,71.0,0.0089,0.0089,0.11,0.067,0.025,26,38,15,2,7,4,13,https://www.trulia.com/c/ca/p/ga/lilburn/994-hazel-ct-sw-lilburn-ga-30047--1074790704,4021353285.0,13.0,135.0,50712.0,2012.0,131351000000000.0,Block 2012,G5040,U,3817.0,U,S,668114.0,15550.0,33.8793678,-84.0678108
2813 Loral Pines Drive,Lawrenceville,GA,30044.0,"$1,350 ",,4.0,Multi-Family,"1,681",,3.0,3.0,2.0,2.0,83.0,31.0,133.0,,,,1.0,8.0,1.0,5.0,1.0,4.0,97.0,2.0,0.0,0.0,27.0,4.0,2.0,0.0,17.0,1.0,15.0,4.0,33.93443,-84.085172,4,14559,3.14,9.81,36.2,1.16,52,2.1,31.0,0.01,0.0091,0.2,0.099,0.0035,66,85,47,11,22,8,7,https://www.trulia.com/c/ca/p/ga/lawrenceville/2813-loral-pines-dr-lawrenceville-ga-30044--1072400544,4048723987.0,13.0,135.0,50533.0,2000.0,131351000000000.0,Block 2000,G5040,U,3817.0,U,S,1344042.0,1400.0,33.9273171,-84.0875592
1927 Taffeta Trail,Lithonia,GA,30058.0,"$1,245 ",,30.0,Single-Family Home,"1,835",,3.0,3.0,2.0,2.0,241.0,15.0,502.0,,,,1.0,2.0,1.0,4.0,1.0,3.0,92.0,7.0,0.0,0.0,20.0,0.0,0.0,0.0,10.0,2.0,7.0,2.0,33.735265999999996,-84.160782,4,10140,3.14,9.87,35.3,1.06,53,2.3,15.0,0.040999999999999995,0.0093,0.48,0.057999999999999996,0.001,66,97,36,1,5,6,8,https://www.trulia.com/c/ca/p/ga/lithonia/1927-taffeta-trl-lithonia-ga-30058--1071623035,4047729300.0,13.0,89.0,23314.0,3007.0,130890000000000.0,Block 3007,G5040,U,3817.0,U,S,121277.0,0.0,33.735995200000005,-84.1628128
6761 Timbers East Drive,Lithonia,GA,30058.0,"$1,195 ",1980.0,79.0,Single-Family Home,,,3.0,3.0,2.0,2.0,241.0,15.0,502.0,,,,1.0,2.0,1.0,4.0,1.0,4.0,92.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,33.768215000000005,-84.11035600000001,4,9562,3.14,9.85,35.6,0.8859999999999999,51,2.0,46.0,0.019,0.009000000000000001,0.34,0.047,0.00085,61,97,26,1,8,5,6,https://www.trulia.com/c/ca/p/ga/lithonia/6761-timbers-east-dr-lithonia-ga-30058--1074148572,4041574697.0,13.0,89.0,23311.0,2000.0,130890000000000.0,Block 2000,G5040,U,3817.0,U,S,253031.0,0.0,33.7696963,-84.1091616
375 Grayson Way,Alpharetta,GA,30004.0,"$1,610 ",,49.0,Single-Family Home,"2,080",,3.0,3.0,2.0,2.0,8.0,116.0,80.0,,,,0.0,0.0,0.0,0.0,1.0,9.0,98.0,1.0,0.0,0.0,23.0,2.0,2.0,3.0,44.0,3.0,9.0,19.0,34.131704,-84.244,4,5719,3.14,9.65,36.4,0.807,47,1.7,60.0,0.013000000000000001,0.01,0.66,0.054000000000000006,0.0002,34,48,19,5,6,8,8,https://www.trulia.com/c/ca/p/ga/alpharetta/375-grayson-way-alpharetta-ga-30004--1002961532,4046872845.0,13.0,117.0,130601.0,1008.0,131171000000000.0,Block 1008,G5040,U,3817.0,U,S,1018526.0,0.0,34.131035499999996,-84.24202340000001
4630 Hampton Square Drive,Alpharetta,GA,30022.0,"$1,700 ",1988.0,50.0,Single-Family Home,"1,760",,3.0,3.0,2.0,2.0,96.0,89.0,376.0,,,,1.0,8.0,1.0,8.0,1.0,9.0,98.0,1.0,0.0,0.0,52.0,3.0,5.0,4.0,39.0,1.0,48.0,21.0,34.059075,-84.222402,4,15075,3.14,9.78,36.3,1.03,50,1.9,200.0,0.024,0.01,0.23,0.09699999999999999,0.00015,31,41,20,6,5,6,7,https://www.trulia.com/c/ca/p/ga/alpharetta/4630-hampton-square-dr-alpharetta-ga-30022--2029322218,4046795931.0,13.0,121.0,11620.0,3003.0,131210000000000.0,Block 3003,G5040,U,3817.0,U,S,255895.0,2270.0,34.058756200000005,-84.22436490000001
1740 Eaglecreek Trail,Cumming,GA,30041.0,"$1,600 ",1989.0,14.0,Single-Family Home,"1,935",,3.0,3.0,2.0,2.0,16.0,597.0,165.0,,,,1.0,8.0,1.0,8.0,1.0,8.0,98.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,2.0,5.0,34.206355,-84.113107,4,2085,3.14,9.45,36.3,0.619,42,1.4,230.0,0.043,0.0092,1.6,0.037000000000000005,0.0029,24,25,22,2,14,4,14,https://www.trulia.com/c/ca/p/ga/cumming/1740-eaglecreek-trl-cumming-ga-30041--1071463617,4043768644.0,13.0,117.0,130509.0,2005.0,131171000000000.0,Block 2005,G5040,U,3817.0,U,S,368573.0,0.0,34.2078376,-84.1154809
3691 Salem Hills Court,Lithonia,GA,30038.0,"$1,295 ",1999.0,23.0,Single-Family Home,,,3.0,3.0,2.0,2.0,61.0,1.0,56.0,,,,1.0,2.0,1.0,3.0,1.0,3.0,95.0,5.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,7.0,2.0,33.673509,-84.174666,4,5728,3.14,9.84,35.1,1.16,51,2.3,27.0,0.034,0.0092,0.29,0.07200000000000001,0.057,65,98,32,2,7,6,7,https://www.trulia.com/c/ca/p/ga/lithonia/3691-salem-hills-ct-lithonia-ga-30038--2029418129,4037530039.0,13.0,89.0,23418.0,2004.0,130890000000000.0,Block 2004,G5040,U,3817.0,U,S,1975309.0,15466.0,33.667660999999995,-84.17031800000001
3706 Winterberry Lane,Snellville,GA,30039.0,"$1,250 ",,9.0,Single-Family Home,"1,417",,3.0,3.0,2.0,2.0,66.0,56.0,157.0,,,,1.0,5.0,1.0,6.0,1.0,3.0,98.0,1.0,0.0,0.0,29.0,1.0,3.0,1.0,32.0,1.0,14.0,5.0,33.834036,-84.055451,4,9823,3.14,9.81,36.0,1.05,53,2.1,300.0,0.018000000000000002,0.0087,0.08199999999999999,0.051,0.0026,55,70,39,6,12,5,8,https://www.trulia.com/c/ca/p/ga/snellville/3706-winterberry-ln-snellville-ga-30039--1072968880,4047192271.0,13.0,135.0,50725.0,3008.0,131351000000000.0,Block 3008,G5040,U,3817.0,U,S,34223.0,0.0,33.83310529999999,-84.0545185
474 Allen Drive,Lawrenceville,GA,30043.0,"$1,425 ",,8.0,Single-Family Home,"1,437",,3.0,3.0,2.0,2.0,67.0,104.0,222.0,,,,1.0,9.0,1.0,10.0,1.0,7.0,98.0,2.0,0.0,0.0,19.0,2.0,1.0,4.0,15.0,0.0,11.0,5.0,33.993375,-83.986303,4,8238,3.14,9.69,36.3,0.993,50,1.9,340.0,0.034,0.0084,1.3,0.052000000000000005,0.026000000000000002,43,56,29,8,12,4,8,https://www.trulia.com/c/ca/p/ga/lawrenceville/474-allen-dr-lawrenceville-ga-30043--1002963161,4048626336.0,13.0,135.0,50547.0,2018.0,131351000000000.0,Block 2018,G5040,U,3817.0,U,S,110339.0,0.0,33.9919554,-83.9840811
2619 Majestic Circle,Dacula,GA,30019.0,"$1,329 ",,23.0,Single-Family Home,"1,446",,3.0,3.0,2.0,2.0,22.0,11.0,55.0,,,,1.0,7.0,1.0,8.0,1.0,7.0,98.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.975876,-83.877584,4,3106,3.14,9.66,36.2,0.767,45,1.6,61.0,0.069,0.0078,0.2,0.036000000000000004,0.0,57,56,58,4,24,6,10,https://www.trulia.com/c/ca/p/ga/dacula/2619-majestic-cir-dacula-ga-30019--1072280772,4048045792.0,13.0,135.0,50608.0,3054.0,131351000000000.0,Block 3054,G5040,U,3817.0,U,S,1115261.0,12683.0,33.9792926,-83.8853902
2032 Twin Falls Road,Decatur,GA,30032.0,"$1,525 ",,3.0,Single-Family Home,"2,200",,3.0,3.0,2.0,2.0,339.0,62.0,301.0,,,,1.0,2.0,1.0,3.0,1.0,3.0,84.0,15.0,0.0,0.0,14.0,1.0,2.0,0.0,15.0,0.0,10.0,1.0,33.729965,-84.24812,4,9858,3.14,9.93,34.8,1.35,54,2.7,1400.0,0.34,0.01,0.14,0.09699999999999999,0.0,74,94,55,0,18,7,16,https://www.trulia.com/c/ca/p/ga/decatur/2032-twin-falls-rd-decatur-ga-30032--2029374264,4048822482.0,13.0,89.0,23506.0,2020.0,130890000000000.0,Block 2020,G5040,U,3817.0,U,S,46421.0,0.0,33.72967,-84.2469652
7925 Paddocks Mill Drive,Cumming,GA,30041.0,"$1,750 ",,1.0,Single-Family Home,"2,119",,3.0,3.0,2.0,2.0,16.0,597.0,165.0,,,,1.0,7.0,1.0,7.0,1.0,7.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,34.262509,-84.01430500000001,4,1479,3.14,9.31,36.1,0.618,42,1.3,0.69,0.023,0.0084,0.09300000000000001,0.027000000000000003,8.9e-06,21,6,37,0,8,6,9,https://www.trulia.com/c/ca/p/ga/cumming/7925-paddocks-mill-dr-cumming-ga-30041--1002079494,4048505505.0,13.0,117.0,130102.0,1013.0,131171000000000.0,Block 1013,G5040,U,3817.0,U,S,2453690.0,10160.0,34.264378799999996,-84.0170632
5445 Fieldfreen Drive,Cumming,GA,30028.0,"$1,700 ",,21.0,Single-Family Home,"2,170",,3.0,3.0,2.0,2.0,12.0,148.0,55.0,,,,1.0,8.0,1.0,9.0,1.0,7.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,34.300125,-84.08751099999999,4,2178,3.14,9.21,36.1,0.568,42,1.3,60.0,0.013000000000000001,0.0088,0.11,0.026000000000000002,1.3e-06,22,25,18,1,3,9,9,https://www.trulia.com/c/ca/p/ga/cumming/5445-fieldfreen-dr-cumming-ga-30028--1007726652,4048126338.0,13.0,117.0,130204.0,2012.0,131171000000000.0,Block 2012,G5040,U,3817.0,U,S,26901.0,0.0,34.29996920000001,-84.08805040000001
4255 Smoke Creek Parkway #A103,Snellville,GA,30039.0,"$1,250 ",,66.0,Multi-Family,"1,216",,3.0,3.0,2.0,2.0,66.0,56.0,157.0,,,,1.0,5.0,1.0,6.0,1.0,3.0,98.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,33.776451,-84.054,4,4553,3.14,9.8,35.8,0.8140000000000001,49,1.9,120.0,0.024,0.0086,0.12,0.040999999999999995,0.0065,56,72,40,4,6,6,7,https://www.trulia.com/c/ca/p/ga/snellville/4255-smoke-creek-pkwy-a103-snellville-ga-30039--2350380092,4045741089.0,13.0,135.0,50709.0,2010.0,131351000000000.0,Block 2010,G5040,U,3817.0,U,S,1869074.0,20681.0,33.7809343,-84.05328259999999
726 Bellemeade Way Southwest,Marietta,GA,30008.0,"$1,250 ",,27.0,Multi-Family,"1,300",,3.0,3.0,2.0,2.0,,28.0,132.0,,44.0,,1.0,4.0,1.0,5.0,1.0,5.0,94.0,3.0,0.0,0.0,14.0,3.0,0.0,2.0,4.0,3.0,7.0,5.0,33.917047,-84.572783,4,14349,3.14,10.0,35.3,0.9009999999999999,50,2.0,3.2,0.062,0.015,0.15,0.037000000000000005,0.00049,60,69,57,7,22,7,8,https://www.trulia.com/c/ca/p/ga/marietta/726-bellemeade-way-sw-marietta-ga-30008--1049690279,4020409437.0,13.0,67.0,30904.0,4001.0,130670000000000.0,Block 4001,G5040,U,3817.0,U,S,372473.0,0.0,33.916717600000005,-84.5711012
5005 Timberbridge Lane,Alpharetta,GA,30022.0,"$1,750 ",1994.0,11.0,Single-Family Home,"1,573",,3.0,3.0,2.0,2.0,97.0,91.0,378.0,,,,1.0,8.0,1.0,8.0,1.0,9.0,98.0,1.0,0.0,0.0,28.0,2.0,1.0,2.0,17.0,3.0,14.0,15.0,34.037566999999996,-84.214184,4,10239,3.14,9.82,36.3,0.956,49,1.9,270.0,0.042,0.01,0.41,0.12,4.7e-05,29,43,16,6,5,7,7,https://www.trulia.com/c/ca/p/ga/alpharetta/5005-timberbridge-ln-alpharetta-ga-30022--1001680751,4047908699.0,13.0,121.0,11613.0,1010.0,131210000000000.0,Block 1010,G5040,U,3817.0,U,S,934614.0,3044.0,34.0384655,-84.2091396
1726 Cotton Patch Lane,Alpharetta,GA,30004.0,"$1,500 ",1985.0,15.0,Multi-Family,"1,241",,3.0,3.0,2.0,2.0,8.0,115.0,79.0,,,,1.0,6.0,1.0,8.0,1.0,9.0,98.0,1.0,0.0,0.0,112.0,4.0,17.0,13.0,110.0,7.0,90.0,27.0,34.083875,-84.278624,4,6874,3.14,9.75,36.4,1.06,49,1.9,550.0,0.017,0.011000000000000001,0.17,0.065,0.00013000000000000002,37,54,21,4,5,10,9,https://www.trulia.com/c/ca/p/ga/alpharetta/1726-cotton-patch-ln-alpharetta-ga-30004--2029221533,4048393142.0,13.0,121.0,11614.0,3040.0,131210000000000.0,Block 3040,G5040,U,3817.0,U,S,12192.0,0.0,34.083696200000006,-84.2796748
4526 Jackam Ridge Court,Lithonia,GA,30038.0,"$1,145 ",,7.0,Multi-Family,"1,458",,3.0,3.0,2.0,2.0,61.0,1.0,56.0,,,,1.0,3.0,1.0,3.0,1.0,3.0,,,,,,,,,,,,,33.636196000000005,-84.136949,4,4931,3.14,9.83,35.3,0.981,49,2.2,0.12,0.077,0.0094,1.1,0.057,0.062,70,99,41,0,5,9,5,https://www.trulia.com/c/ca/p/ga/lithonia/4526-jackam-ridge-ct-lithonia-ga-30038--1002649311,4048666493.0,13.0,89.0,23418.0,4007.0,130890000000000.0,Block 4007,G5040,U,3817.0,U,S,1583942.0,0.0,33.6380615,-84.13843259999999
6001 Regent Mnr,Lithonia,GA,30058.0,$950 ,,22.0,Single-Family Home,"1,530",,3.0,3.0,2.0,2.0,241.0,15.0,502.0,,,,1.0,2.0,1.0,2.0,1.0,3.0,92.0,7.0,0.0,0.0,24.0,1.0,2.0,0.0,11.0,0.0,14.0,1.0,33.707917,-84.142924,4,11279,3.14,9.85,35.3,1.49,54,2.5,580.0,0.042,0.0091,0.69,0.057,0.0049,74,98,49,0,10,5,6,https://www.trulia.com/c/ca/p/ga/lithonia/6001-regent-mnr-lithonia-ga-30058--2029586952,4048109838.0,13.0,89.0,23310.0,2000.0,130890000000000.0,Block 2000,G5040,U,3817.0,U,S,918199.0,1478.0,33.7095789,-84.1411108
212 Suwanee Avenue,Suwanee,GA,30024.0,"$1,950 ",1962.0,22.0,Single-Family Home,"1,389",,3.0,3.0,2.0,2.0,19.0,66.0,87.0,,,,1.0,10.0,1.0,9.0,1.0,10.0,98.0,1.0,0.0,0.0,36.0,1.0,5.0,2.0,42.0,5.0,58.0,26.0,34.055617,-84.059759,4,3283,3.14,9.68,36.4,1.13,49,1.9,400.0,0.038,0.0089,1.1,0.063,0.046,41,56,27,3,9,8,7,https://www.trulia.com/c/ca/p/ga/suwanee/212-suwanee-ave-suwanee-ga-30024--2029333015,4048110880.0,13.0,135.0,50213.0,1042.0,131351000000000.0,Block 1042,G5040,U,3817.0,U,S,77234.0,0.0,34.0569902,-84.06166590000001
1144 Oak Arbour Avenue,Lawrenceville,GA,30044.0,"$1,448 ",,14.0,Single-Family Home,"1,598",,3.0,3.0,2.0,2.0,83.0,31.0,133.0,,,,1.0,6.0,1.0,5.0,1.0,4.0,97.0,2.0,0.0,0.0,24.0,4.0,3.0,0.0,14.0,2.0,17.0,5.0,33.943567,-84.09298299999999,4,16961,3.14,9.82,36.2,1.29,53,2.1,54.0,0.021,0.0092,0.23,0.11,0.0046,72,87,56,12,20,10,5,https://www.trulia.com/c/ca/p/ga/lawrenceville/1144-oak-arbour-ave-lawrenceville-ga-30044--1009201284,4047527111.0,13.0,135.0,50539.0,2009.0,131351000000000.0,Block 2009,G5040,U,3817.0,U,S,70043.0,0.0,33.9431231,-84.0924793
132 Sandalwood Circle,Lawrenceville,GA,30046.0,"$1,140 ",,55.0,,"1,255",,3.0,3.0,2.0,2.0,100.0,81.0,348.0,,,,1.0,6.0,0.0,0.0,1.0,5.0,97.0,2.0,0.0,0.0,38.0,6.0,2.0,5.0,68.0,4.0,35.0,10.0,33.947621000000005,-83.977346,4,10174,3.14,9.71,36.2,0.963,49,1.9,130.0,0.044000000000000004,0.0083,0.58,0.049,5.9e-05,69,71,67,6,31,9,10,https://www.trulia.com/c/ca/p/ga/lawrenceville/132-sandalwood-cir-lawrenceville-ga-30046--1070981494,4027086303.0,13.0,135.0,50522.0,2002.0,131351000000000.0,Block 2002,G5040,U,3817.0,U,S,1206998.0,7049.0,33.941497999999996,-83.98044509999998
1109 Westwood Place,Grayson,GA,30017.0,"$1,445 ",,0.0,Single-Family Home,"1,739",,3.0,3.0,2.0,2.0,10.0,19.0,21.0,,,,1.0,8.0,1.0,9.0,1.0,8.0,99.0,1.0,0.0,0.0,21.0,2.0,1.0,1.0,40.0,2.0,15.0,6.0,33.899719,-83.989226,4,7847,3.14,9.74,36.2,0.9540000000000001,51,2.0,300.0,0.012,0.0084,0.13,0.049,0.0,35,43,27,3,7,6,9,https://www.trulia.com/c/ca/p/ga/grayson/1109-westwood-pl-grayson-ga-30017--1004293550,4009439697.0,13.0,135.0,50724.0,3028.0,131351000000000.0,Block 3028,G5040,U,3817.0,U,S,252667.0,0.0,33.899831,-83.99017540000001
3301 Fairington Club Drive,Lithonia,GA,30038.0,"$1,050 ",2007.0,50.0,Single-Family Home,,,3.0,3.0,2.0,2.0,61.0,1.0,56.0,,,,1.0,2.0,1.0,3.0,1.0,3.0,,,,,,,,,,,,,33.695904999999996,-84.15189000000001,4,10322,3.14,9.85,35.2,1.63,53,2.4,720.0,0.035,0.0091,0.29,0.061,0.021,72,98,46,1,12,7,6,https://www.trulia.com/c/ca/p/ga/lithonia/3301-fairington-club-dr-lithonia-ga-30038--1024317128,4006624209.0,13.0,89.0,23428.0,3003.0,130890000000000.0,Block 3003,G5040,U,3817.0,U,S,1623194.0,24301.0,33.695364500000004,-84.15641120000001
1066 Alford Road,Lithonia,GA,30058.0,"$1,300 ",1988.0,8.0,Single-Family Home,"2,064",,3.0,3.0,2.0,2.0,241.0,15.0,502.0,,,,1.0,2.0,1.0,4.0,1.0,4.0,92.0,7.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,33.762510999999996,-84.118187,4,8531,3.14,9.86,35.5,0.888,51,2.1,4.1,0.024,0.0091,0.56,0.047,3.6e-05,63,98,28,1,4,6,7,https://www.trulia.com/c/ca/p/ga/lithonia/1066-alford-rd-lithonia-ga-30058--2029577378,4048581297.0,13.0,89.0,23311.0,2003.0,130890000000000.0,Block 2003,G5040,U,3817.0,U,S,479072.0,10710.0,33.7638008,-84.1124105
